year,n cattle,n beef,n dairy
2000,1692238,774173,503325
2001,1592511,708585,470293
2002,1487551,649352,425271
2003,1432248,618348,401481
2004,1397012,596424,388539
2005,1371465,580636,379076
2006,1342072,566733,363874
2007,1322375,554607,356557
2008,1301618,543226,347438
2009,1279218,534103,334380
2010,1240846,510833,319538
2011,1225659,501959,313425
2012,1218120,498234,309741
