year,n cattle,n beef,n dairy
2000,1682893,767154,501146
2001,1578403,698202,466808
2002,1469169,636080,420465
2003,1410882,603306,395501
2004,1374106,580423,381996
2005,1346916,563922,371623
2006,1315232,549521,354666
2007,1294689,536994,346945
2008,1271023,524484,336104
2009,1245640,514871,320601
2010,1189344,482067,297440
2011,1173442,473088,290753
2012,1168978,471685,287826
