year,n small,n medium,n large
2000,8014,4403,989
2001,7956,4420,1030
2002,7955,4436,1015
2003,7909,4437,1060
2004,7847,4453,1106
2005,7789,4459,1158
2006,7736,4472,1198
2007,7683,4477,1246
2008,7638,4457,1311
2009,7588,4476,1342
2010,7576,4478,1352
2011,7539,4458,1409
2012,7491,4451,1464
