year,n small,n medium,n large
2000,8460,4168,778
2001,8867,3855,684
2002,9235,3580,591
2003,9470,3356,580
2004,9607,3198,601
2005,9699,3097,610
2006,9775,3018,613
2007,9879,2894,633
2008,9990,2767,649
2009,10098,2653,655
2010,10257,2552,597
2011,10344,2463,599
2012,10397,2388,621
