year,n cattle,n beef,n dairy
2000,1802805,847540,539256
2001,1790898,841704,533493
2002,1762086,829703,516871
2003,1759143,832459,511285
2004,1763970,836636,512051
2005,1768466,840559,512779
2006,1766496,844292,507216
2007,1771900,848122,508913
2008,1780518,854181,511581
2009,1777641,857562,505480
2010,1760570,846568,499561
2011,1761314,848048,498988
2012,1767092,853387,499526
