year,n cattle,n beef,n dairy
2000,1864009,881752,565630
2001,1890064,898977,574460
2002,1886360,903295,566438
2003,1906148,920881,568640
2004,1934423,940003,577793
2005,1963458,959531,587300
2006,1984615,979435,588553
2007,2014318,999599,598092
2008,2043837,1019937,607273
2009,2065526,1040964,607935
2010,2070331,1044938,608766
2011,2100865,1066123,618115
2012,2132094,1088190,627277
