year,n small,n medium,n large
2000,8032,4390,984
2001,7861,4449,1096
2002,7853,4465,1088
2003,7729,4503,1174
2004,7585,4523,1298
2005,7451,4515,1440
2006,7345,4533,1528
2007,7185,4546,1675
2008,7030,4553,1823
2009,6921,4572,1913
2010,6899,4571,1936
2011,6758,4507,2141
2012,6619,4465,2322
