year,n cattle,n beef,n dairy
2000,1862582,880722,565233
2001,1890612,899362,574623
2002,1886965,904100,566238
2003,1909001,923679,568695
2004,1940620,945233,578760
2005,1973701,967671,589403
2006,1998935,991159,591149
2007,2034766,1015794,602345
2008,2070945,1041019,613299
2009,2098148,1067478,614043
2010,2105013,1073350,615036
2011,2144794,1101335,626832
2012,2186739,1131443,638669
