year,n cattle,n beef,n dairy
2000,1691621,773693,503190
2001,1592315,708434,470251
2002,1487639,649308,425406
2003,1432182,618214,401545
2004,1396613,596224,388333
2005,1371148,580474,378908
2006,1341914,567001,363433
2007,1322520,555355,355940
2008,1300587,543217,346417
2009,1277709,533579,333408
2010,1238766,509722,318590
2011,1223037,500622,312162
2012,1215586,497209,308228
