year,n cattle,n beef,n dairy
2000,1798463,845200,537255
2001,1785338,838626,531013
2002,1746863,825301,506051
2003,1742096,827049,499651
2004,1745143,830058,499801
2005,1747685,832603,499951
2006,1743336,835061,493290
2007,1746604,837281,494476
2008,1753214,841790,496689
2009,1748281,843186,490528
2010,1729734,830786,484536
2011,1728311,830482,483568
2012,1731470,833433,483880
