year,n cattle,n beef,n dairy
2000,1798220,845040,537163
2001,1785015,838368,530926
2002,1746331,825070,505717
2003,1741484,826839,499211
2004,1744339,829842,499178
2005,1747152,832711,499276
2006,1743123,835595,492507
2007,1746889,838441,493565
2008,1754182,843613,495794
2009,1750504,845798,490091
2010,1732385,833573,484362
2011,1731603,833796,483515
2012,1735303,837518,483597
