year,n cattle,n beef,n dairy
2000,1798187,844903,537279
2001,1785069,838284,531090
2002,1746467,824863,506097
2003,1741927,826793,499739
2004,1744843,829792,499774
2005,1747599,832469,500005
2006,1744432,835756,493683
2007,1748859,838824,495166
2008,1756130,843755,497609
2009,1751839,845618,491619
2010,1734132,834129,485556
2011,1733542,834822,484422
2012,1736245,838052,484001
