year,n cattle,n beef,n dairy
2000,1858863,877667,564569
2001,1931710,921703,593380
2002,1933870,932459,584784
2003,1981145,975823,588695
2004,2053997,1021316,616054
2005,2130922,1069296,644999
2006,2189203,1123377,649199
2007,2280304,1180858,682819
2008,2377362,1242159,718576
2009,2441801,1306561,718613
2010,2462519,1327126,718766
2011,2566190,1396348,753215
2012,2678176,1469111,792438
