year,n cattle,n beef,n dairy
2000,1691625,773901,502986
2001,1592078,708514,469940
2002,1487137,649328,424885
2003,1431623,618287,400913
2004,1395980,596262,387662
2005,1370621,580643,378207
2006,1341583,567241,362853
2007,1322450,555637,355583
2008,1301179,543780,346447
2009,1278354,534142,333506
2010,1239543,510384,318715
2011,1224430,501749,312435
2012,1217799,498836,308827
