year,n cattle,n beef,n dairy
2000,1857252,876353,564272
2001,1937487,925105,595506
2002,1941684,938034,586774
2003,1999884,991484,591524
2004,2091493,1048591,625748
2005,2190367,1110139,662782
2006,2262709,1176716,668547
2007,2376362,1248941,709644
2008,2500464,1327852,754466
2009,2586572,1413957,754469
2010,2618122,1445504,754472
2011,2768815,1544694,805526
2012,2933743,1653740,860923
