year,n small,n medium,n large
2000,8014,4403,989
2001,7954,4419,1033
2002,7949,4436,1021
2003,7897,4449,1060
2004,7831,4469,1106
2005,7766,4478,1162
2006,7714,4484,1208
2007,7652,4483,1271
2008,7597,4464,1345
2009,7534,4487,1385
2010,7515,4489,1402
2011,7463,4468,1475
2012,7410,4451,1545
