year,n cattle,n beef,n dairy
2000,1858869,877608,564634
2001,1932136,921910,593599
2002,1934757,933020,585110
2003,1986044,980218,589199
2004,2066524,1030086,619811
2005,2152104,1083062,652415
2006,2212899,1139167,657105
2007,2307408,1198673,692108
2008,2409012,1262532,729563
2009,2476154,1329688,729549
2010,2497710,1351142,729651
2011,2609251,1422966,769070
2012,2727317,1499313,810486
