year,n small,n medium,n large
2000,8030,4395,981
2001,7844,4461,1101
2002,7831,4482,1093
2003,7706,4506,1194
2004,7529,4533,1344
2005,7370,4537,1499
2006,7232,4563,1611
2007,7044,4563,1799
2008,6861,4556,1989
2009,6741,4556,2109
2010,6718,4542,2146
2011,6528,4480,2398
2012,6359,4392,2655
