year,n small,n medium,n large
2000,8187,4319,900
2001,8275,4226,905
2002,8397,4144,865
2003,8423,4085,898
2004,8436,4040,930
2005,8442,4001,963
2006,8463,3974,969
2007,8488,3910,1008
2008,8497,3853,1056
2009,8548,3788,1070
2010,8622,3728,1056
2011,8666,3656,1084
2012,8699,3594,1113
