year,n small,n medium,n large
2000,8028,4394,984
2001,7864,4451,1091
2002,7853,4470,1083
2003,7734,4505,1167
2004,7578,4538,1290
2005,7437,4544,1425
2006,7325,4563,1518
2007,7173,4569,1664
2008,7034,4560,1812
2009,6943,4546,1917
2010,6922,4545,1939
2011,6763,4500,2143
2012,6626,4460,2320
