year,n cattle,n beef,n dairy
2000,1860948,879718,564603
2001,1885089,895591,572871
2002,1878239,897748,563864
2003,1895408,913770,565011
2004,1921042,931179,573236
2005,1947139,948769,581743
2006,1964895,966642,581626
2007,1991586,984766,590193
2008,2017885,1002838,598420
2009,2037046,1021339,599080
2010,2038769,1022248,599894
2011,2065479,1040560,608292
2012,2092563,1059655,616281
