year,n small,n medium,n large
2000,8187,4320,899
2001,8275,4226,905
2002,8395,4149,862
2003,8423,4093,890
2004,8439,4046,921
2005,8443,4007,956
2006,8464,3977,965
2007,8489,3910,1007
2008,8499,3856,1051
2009,8551,3792,1063
2010,8626,3732,1048
2011,8667,3670,1069
2012,8698,3598,1110
