year,n small,n medium,n large
2000,8040,4387,979
2001,7961,4418,1027
2002,7962,4437,1007
2003,7898,4464,1044
2004,7811,4487,1108
2005,7725,4514,1167
2006,7666,4535,1205
2007,7596,4548,1262
2008,7531,4529,1346
2009,7460,4565,1381
2010,7452,4571,1383
2011,7380,4579,1447
2012,7307,4586,1513
