year,n small,n medium,n large
2000,8015,4402,989
2001,7954,4423,1029
2002,7954,4438,1014
2003,7904,4449,1053
2004,7849,4461,1096
2005,7792,4472,1142
2006,7747,4477,1182
2007,7696,4477,1233
2008,7657,4454,1295
2009,7613,4464,1329
2010,7596,4473,1337
2011,7558,4454,1394
2012,7516,4444,1446
