year,n small,n medium,n large
2000,8187,4320,899
2001,8276,4225,905
2002,8398,4144,864
2003,8425,4089,892
2004,8439,4046,921
2005,8443,4007,956
2006,8466,3977,963
2007,8492,3911,1003
2008,8503,3854,1049
2009,8551,3790,1065
2010,8624,3728,1054
2011,8666,3669,1071
2012,8700,3595,1111
