year,n cattle,n beef,n dairy
2000,1682932,767295,501039
2001,1578450,698395,466653
2002,1469147,636314,420196
2003,1410739,603491,395156
2004,1373917,580624,381585
2005,1346592,564150,371046
2006,1314905,549923,353908
2007,1294346,537548,346014
2008,1270570,525050,335049
2009,1245346,515661,319481
2010,1189574,483241,296455
2011,1173673,474517,289519
2012,1169186,473537,286150
