year,n cattle,n beef,n dairy
2000,1864076,881800,565649
2001,1889976,899010,574339
2002,1886290,903333,566330
2003,1906058,920887,568544
2004,1934432,940051,577754
2005,1963641,959674,587340
2006,1985581,979979,588975
2007,2016024,1000621,598776
2008,2046243,1021376,608240
2009,2068236,1042722,608887
2010,2072978,1046578,609773
2011,2103856,1068076,619153
2012,2135295,1090452,628216
