year,n small,n medium,n large
2000,8182,4316,908
2001,8271,4219,916
2002,8376,4140,890
2003,8399,4093,914
2004,8419,4035,952
2005,8425,3999,982
2006,8440,3987,979
2007,8468,3921,1017
2008,8478,3877,1051
2009,8516,3820,1070
2010,8581,3770,1055
2011,8617,3717,1072
2012,8637,3675,1094
