year,n cattle,n beef,n dairy
2000,1858712,877442,564643
2001,1932136,921805,593704
2002,1934538,932804,585107
2003,1986049,980282,589140
2004,2067052,1030441,619984
2005,2153148,1083731,652790
2006,2214272,1140243,657402
2007,2309796,1200025,692877
2008,2411094,1263388,730535
2009,2478032,1330325,730536
2010,2499459,1351578,730710
2011,2611404,1423723,770214
2012,2729673,1500268,811632
