year,n small,n medium,n large
2000,8460,4167,779
2001,8866,3854,686
2002,9232,3582,592
2003,9466,3357,583
2004,9604,3196,606
2005,9697,3092,617
2006,9775,3013,618
2007,9874,2897,635
2008,9988,2774,644
2009,10093,2660,653
2010,10255,2555,596
2011,10340,2460,606
2012,10398,2386,622
