year,n small,n medium,n large
2000,8021,4400,985
2001,7965,4416,1025
2002,7968,4430,1008
2003,7929,4435,1042
2004,7876,4449,1081
2005,7820,4464,1122
2006,7778,4470,1158
2007,7727,4474,1205
2008,7685,4459,1262
2009,7629,4485,1292
2010,7620,4491,1295
2011,7585,4470,1351
2012,7544,4465,1397
