year,n cattle,n beef,n dairy
2000,1858480,877269,564584
2001,1931979,921633,593719
2002,1934143,932374,585142
2003,1985566,979676,589263
2004,2066013,1029532,619854
2005,2150966,1082056,652283
2006,2211114,1137818,656669
2007,2305266,1197238,691401
2008,2405826,1260736,728463
2009,2472928,1327730,728571
2010,2494165,1348773,728765
2011,2605552,1420997,767658
2012,2722288,1496947,808170
