year,n small,n medium,n large
2000,8028,4393,985
2001,7858,4453,1095
2002,7849,4469,1088
2003,7733,4502,1171
2004,7572,4541,1293
2005,7438,4534,1434
2006,7330,4546,1530
2007,7184,4547,1675
2008,7052,4526,1828
2009,6954,4527,1925
2010,6935,4516,1955
2011,6789,4472,2145
2012,6643,4422,2341
