year,n small,n medium,n large
2000,8022,4399,985
2001,7964,4416,1026
2002,7967,4430,1009
2003,7928,4437,1041
2004,7869,4457,1080
2005,7815,4470,1121
2006,7782,4468,1156
2007,7732,4473,1201
2008,7694,4456,1256
2009,7642,4479,1285
2010,7631,4485,1290
2011,7594,4464,1348
2012,7555,4461,1390
