year,n small,n medium,n large
2000,8180,4318,908
2001,8269,4225,912
2002,8373,4148,885
2003,8394,4104,908
2004,8413,4051,942
2005,8410,4025,971
2006,8427,4011,968
2007,8454,3945,1007
2008,8470,3887,1049
2009,8510,3835,1061
2010,8574,3779,1053
2011,8604,3730,1072
2012,8633,3673,1100
