year,n cattle,n beef,n dairy
2000,1860929,879667,564635
2001,1885285,895805,572853
2002,1878517,898112,563778
2003,1895756,914186,564943
2004,1921442,931582,573233
2005,1947521,949101,581793
2006,1965241,966943,581671
2007,1992209,985216,590366
2008,2018852,1003620,598605
2009,2038296,1022473,599196
2010,2040023,1023390,600006
2011,2067291,1042116,608548
2012,2094817,1061505,616685
