year,n cattle,n beef,n dairy
2000,1696273,776670,504850
2001,1599376,713111,472609
2002,1497951,655978,429020
2003,1444127,625768,405907
2004,1409906,604585,393226
2005,1385315,589422,384086
2006,1356651,576137,369007
2007,1337941,564840,361855
2008,1316602,553099,352555
2009,1293366,543615,339049
2010,1252893,519314,323156
2011,1238401,511160,317025
2012,1233285,509092,314084
