year,n small,n medium,n large
2000,8441,4179,786
2001,8823,3880,703
2002,9159,3635,612
2003,9381,3427,598
2004,9512,3286,608
2005,9588,3198,620
2006,9665,3121,620
2007,9763,3000,643
2008,9873,2883,650
2009,9954,2805,647
2010,10067,2719,620
2011,10139,2657,610
2012,10192,2591,623
