year,n cattle,n beef,n dairy
2000,1860859,879614,564618
2001,1885179,895707,572845
2002,1878386,897960,563799
2003,1895657,914122,564908
2004,1921376,931571,573178
2005,1947616,949302,581687
2006,1965603,967402,581574
2007,1992619,985848,590144
2008,2019119,1004249,598243
2009,2038528,1023048,598853
2010,2040270,1023989,599654
2011,2067047,1042612,607808
2012,2094038,1061892,615519
