year,n small,n medium,n large
2000,8032,4393,981
2001,7849,4452,1105
2002,7836,4475,1095
2003,7705,4512,1189
2004,7523,4549,1334
2005,7364,4552,1490
2006,7230,4568,1608
2007,7054,4545,1807
2008,6880,4529,1997
2009,6756,4519,2131
2010,6727,4504,2175
2011,6521,4456,2429
2012,6343,4360,2703
