year,n cattle,n beef,n dairy
2000,1697370,777246,505371
2001,1600198,713506,473044
2002,1499213,656521,429749
2003,1445528,626628,406451
2004,1411928,605872,393960
2005,1388266,591282,385178
2006,1360359,578580,370272
2007,1341386,567271,362881
2008,1320293,555968,353367
2009,1296916,546713,339501
2010,1257802,523091,324291
2011,1242690,514434,318056
2012,1236751,511977,314703
