year,n small,n medium,n large
2000,8460,4167,779
2001,8866,3856,684
2002,9234,3582,590
2003,9468,3360,578
2004,9603,3201,602
2005,9695,3101,610
2006,9776,3017,613
2007,9873,2900,633
2008,9990,2769,647
2009,10092,2661,653
2010,10257,2558,591
2011,10335,2475,596
2012,10394,2396,616
