year,n small,n medium,n large
2000,8191,4317,898
2001,8275,4227,904
2002,8401,4145,860
2003,8428,4098,880
2004,8444,4059,903
2005,8454,4026,926
2006,8480,3997,929
2007,8503,3943,960
2008,8524,3885,997
2009,8560,3846,1000
2010,8613,3804,989
2011,8647,3752,1007
2012,8682,3692,1032
