year,n small,n medium,n large
2000,8033,4392,981
2001,7848,4456,1102
2002,7835,4479,1092
2003,7704,4514,1188
2004,7529,4542,1335
2005,7374,4539,1493
2006,7238,4570,1598
2007,7046,4571,1789
2008,6879,4534,1993
2009,6740,4551,2115
2010,6710,4547,2149
2011,6524,4463,2419
2012,6351,4390,2665
