year,n small,n medium,n large
2000,8443,4175,788
2001,8831,3874,701
2002,9171,3630,605
2003,9383,3431,592
2004,9512,3295,599
2005,9598,3200,608
2006,9677,3119,610
2007,9763,3012,631
2008,9876,2891,639
2009,9971,2802,633
2010,10102,2703,601
2011,10174,2633,599
2012,10230,2567,609
