year,n small,n medium,n large
2000,8031,4387,988
2001,7862,4451,1093
2002,7849,4474,1083
2003,7729,4514,1163
2004,7570,4548,1288
2005,7432,4551,1423
2006,7315,4582,1509
2007,7174,4568,1664
2008,7024,4564,1818
2009,6934,4546,1926
2010,6915,4537,1954
2011,6764,4500,2142
2012,6637,4444,2325
