year,n small,n medium,n large
2000,8447,4174,785
2001,8829,3879,698
2002,9163,3644,599
2003,9383,3435,588
2004,9509,3300,597
2005,9588,3209,609
2006,9665,3136,605
2007,9760,3023,623
2008,9866,2904,636
2009,9958,2818,630
2010,10078,2726,602
2011,10150,2658,598
2012,10195,2601,610
