year,n small,n medium,n large
2000,8190,4317,899
2001,8276,4225,905
2002,8402,4143,861
2003,8434,4090,882
2004,8450,4054,902
2005,8458,4020,928
2006,8486,3987,933
2007,8511,3930,965
2008,8528,3882,996
2009,8566,3838,1002
2010,8622,3793,991
2011,8648,3756,1002
2012,8685,3691,1030
