year,n small,n medium,n large
2000,8022,4399,985
2001,7966,4415,1025
2002,7969,4431,1006
2003,7929,4439,1038
2004,7877,4451,1078
2005,7820,4467,1119
2006,7782,4469,1155
2007,7729,4472,1205
2008,7693,4453,1260
2009,7644,4473,1289
2010,7636,4477,1293
2011,7599,4460,1347
2012,7552,4467,1387
