year,n small,n medium,n large
2000,8038,4390,978
2001,7960,4417,1029
2002,7961,4436,1009
2003,7896,4469,1041
2004,7805,4497,1104
2005,7718,4522,1166
2006,7661,4543,1202
2007,7581,4566,1259
2008,7501,4560,1345
2009,7425,4599,1382
2010,7422,4601,1383
2011,7356,4608,1442
2012,7285,4605,1516
