year,n cattle,n beef,n dairy
2000,1851702,872318,562757
2001,1886841,896834,573380
2002,1880762,901796,562339
2003,1907502,927101,563774
2004,1944267,953381,574259
2005,1982399,980532,585240
2006,2010483,1008585,585271
2007,2050359,1037432,596300
2008,2091859,1067571,607661
2009,2122525,1098175,607723
2010,2123723,1099230,607866
2011,2165691,1129975,619089
2012,2207530,1161200,629703
