year,n cattle,n beef,n dairy
2000,1682799,767202,501004
2001,1578350,698308,466649
2002,1469184,636326,420231
2003,1410776,603565,395131
2004,1373807,580642,381473
2005,1346348,564049,370922
2006,1314464,549648,353763
2007,1293732,537139,345833
2008,1269780,524525,334808
2009,1244434,514950,319304
2010,1188510,482441,296221
2011,1172486,473475,289402
2012,1167432,472176,285779
