year,n cattle,n beef,n dairy
2000,1802782,847645,539126
2001,1790912,841709,533494
2002,1762089,829738,516833
2003,1759165,832577,511181
2004,1764473,837305,511870
2005,1769413,841494,512774
2006,1767896,845755,507134
2007,1773224,849392,508968
2008,1781822,855378,511691
2009,1780139,859163,506377
2010,1763354,848479,500427
2011,1763927,849727,499905
2012,1768638,854171,500274
