year,n small,n medium,n large
2000,8040,4388,978
2001,7962,4415,1029
2002,7963,4434,1009
2003,7904,4455,1047
2004,7818,4483,1105
2005,7733,4505,1168
2006,7673,4527,1206
2007,7595,4551,1260
2008,7512,4552,1342
2009,7431,4599,1376
2010,7423,4605,1378
2011,7359,4604,1443
2012,7283,4612,1511
