year,n small,n medium,n large
2000,8193,4314,899
2001,8281,4218,907
2002,8401,4142,863
2003,8430,4091,885
2004,8448,4055,903
2005,8459,4017,930
2006,8487,3981,938
2007,8511,3926,969
2008,8527,3880,999
2009,8563,3834,1009
2010,8626,3786,994
2011,8657,3743,1006
2012,8685,3693,1028
