year,n small,n medium,n large
2000,8015,4403,988
2001,7956,4419,1031
2002,7954,4439,1013
2003,7902,4451,1053
2004,7836,4468,1102
2005,7767,4478,1161
2006,7712,4484,1210
2007,7646,4486,1274
2008,7597,4457,1352
2009,7535,4477,1394
2010,7517,4478,1411
2011,7468,4447,1491
2012,7407,4442,1557
