year,n small,n medium,n large
2000,8042,4386,978
2001,7961,4417,1028
2002,7961,4436,1009
2003,7897,4464,1045
2004,7813,4485,1108
2005,7725,4513,1168
2006,7668,4531,1207
2007,7587,4552,1267
2008,7514,4547,1345
2009,7437,4589,1380
2010,7432,4593,1381
2011,7366,4588,1452
2012,7292,4590,1524
