year,n cattle,n beef,n dairy
2000,1692221,774186,503291
2001,1592613,708554,470420
2002,1487239,649071,425233
2003,1431502,618007,401062
2004,1395620,595783,387769
2005,1369676,579672,378236
2006,1340155,565728,362955
2007,1320118,553617,355283
2008,1298336,541482,345908
2009,1274667,531256,332709
2010,1234790,506722,317654
2011,1220077,498399,311463
2012,1214108,495944,308060
