year,n small,n medium,n large
2000,8188,4318,900
2001,8277,4222,907
2002,8400,4141,865
2003,8427,4086,893
2004,8443,4038,925
2005,8446,3998,962
2006,8467,3970,969
2007,8486,3910,1010
2008,8496,3855,1055
2009,8546,3786,1074
2010,8623,3725,1058
2011,8667,3661,1078
2012,8702,3590,1114
