year,n cattle,n beef,n dairy
2000,1857353,876507,564219
2001,1937534,925327,595331
2002,1941506,938256,586374
2003,1999691,991927,590888
2004,2091577,1049462,624961
2005,2190762,1111567,661750
2006,2263442,1178835,667162
2007,2378027,1252169,708082
2008,2503106,1332255,752710
2009,2590629,1419771,752717
2010,2623748,1452883,752724
2011,2776779,1554297,803893
2012,2944114,1665634,859402
