year,n small,n medium,n large
2000,8426,4189,791
2001,8805,3895,706
2002,9138,3651,617
2003,9360,3444,602
2004,9484,3303,619
2005,9558,3215,633
2006,9643,3122,641
2007,9728,3020,658
2008,9843,2900,663
2009,9940,2800,666
2010,10073,2705,628
2011,10139,2634,633
2012,10184,2569,653
