year,n cattle,n beef,n dairy
2000,1857413,876398,564388
2001,1937757,925123,595753
2002,1941951,937922,587148
2003,2000372,991469,592022
2004,2092348,1048715,626464
2005,2191710,1110577,663652
2006,2264465,1177468,669516
2007,2378618,1250015,710768
2008,2502671,1328892,755561
2009,2588477,1414690,755569
2010,2619487,1445692,755577
2011,2769898,1544536,806694
2012,2934375,1653047,862162
