year,n cattle,n beef,n dairy
2000,1696528,776671,505109
2001,1599299,712911,472749
2002,1497704,655521,429250
2003,1442815,624630,405760
2004,1408081,603068,392959
2005,1383898,587839,384289
2006,1355612,574681,369448
2007,1336712,563333,362156
2008,1315945,552147,352846
2009,1292905,543238,338950
2010,1253337,519323,323565
2011,1238330,510662,317410
2012,1232346,508242,313951
