year,n cattle,n beef,n dairy
2000,1858533,877368,564538
2001,1931560,921430,593503
2002,1933756,932221,584908
2003,1984692,979176,588889
2004,2065085,1028876,619582
2005,2150255,1081419,652209
2006,2210143,1136776,656740
2007,2303731,1195414,691690
2008,2403610,1257858,728869
2009,2469852,1324083,728886
2010,2490097,1344212,729002
2011,2600487,1415141,768192
2012,2717554,1490754,809361
